costat,curcd,datafmt,indfmt,consol,gvkey,fyear,conm,sic,at,seq,ni,csho,prcc_f
A,USD,STD,INDL,C,038590,2023,INNOVIZ TECHNOLOGIES LTD,3829,219.2340,153.2890,-123.4540,165.3870,2.530000000000
A,USD,STD,INDL,C,038592,2023,FLYEXCLUSIVE INC,4522,521.0300,46.4610,-46.8350,16.6480,5.500000000000
A,USD,STD,INDL,C,038594,2023,PRIVIA HEALTH GROUP INC,8011,999.9000,561.4370,23.0790,118.2170,23.030000000000
A,USD,STD,INDL,C,038596,2023,CREATEAI HOLDINGS INC,7372,794.2320,719.5870,-280.5350,230.5000,0.877800000000
A,USD,STD,INDL,C,038598,2023,AST SPACEMOBILE INC,4899,360.8920,98.9910,-87.5610,90.1610,6.030000000000
A,USD,STD,INDL,C,038601,2023,VANGUARD ULTRA-SHRT BOND ETF,6722,,,,83.5500,49.439900000000
A,USD,STD,INDL,C,038602,2023,STATE ST SPDR BG EG MK US BD,6722,,,,8.9000,24.359200000000
A,USD,STD,INDL,C,038606,2023,ISHRS US CRB TRNS RD AW ACTV,6722,,,,28.7750,52.340000000000
A,USD,STD,INDL,C,038607,2023,ISHRS WD EX US CRB TRN RD AW,6722,,,,10.0500,43.729900000000
A,USD,STD,INDL,C,038612,2023,SPECTAIRE HOLDINGS INC,3826,1.4430,-27.1920,8.9520,15.3450,1.650000000000
A,USD,STD,INDL,C,038616,2023,QDM INTERNATIONAL INC,6411,5.7760,3.4180,1.5650,29.1560,15.990000000000
A,USD,STD,INDL,C,038617,2023,ARTIVA BIOTHERAPEUTICS INC,2836,105.1140,54.3980,-28.7200,0.8100,
A,USD,STD,INDL,C,038618,2023,FINANCE OF AMERICA COMPANIES,6162,27107.5900,232.3070,-80.0880,96.3410,1.100000000000
A,USD,STD,INDL,C,038621,2023,WESTROCK COFFEE CO,2090,971.5140,387.9560,-34.5820,88.0510,10.210000000000
A,USD,STD,INDL,C,038624,2023,TWIN VEE POWERCATS CO,3730,39.8470,23.5110,-7.1920,9.5200,1.420000000000
A,USD,STD,INDL,C,038625,2023,WEREWOLF THERAPTCS INC,2836,174.8330,111.3740,-37.3680,39.1070,3.860000000000
A,USD,STD,INDL,C,038630,2023,GLOBAL X CLEAN WATER ETF,6722,,,,0.6100,16.355700000000
A,USD,STD,INDL,C,038632,2023,I-80 GOLD CORP,1040,723.6930,426.2640,-65.1960,298.5020,1.760000000000
A,USD,STD,INDL,C,038634,2023,FIVE STAR BANCORP,6020,3593.1250,285.7740,47.7340,17.2570,26.180000000000
A,USD,STD,INDL,C,038635,2023,HONEST CO INC (THE),2844,201.6210,123.1390,-39.2380,95.8680,3.300000000000
A,USD,STD,INDL,C,038638,2023,VANECK DIGITAL TRANSFOR ETF,6722,,,,9.2250,10.280000000000
A,USD,STD,INDL,C,038643,2023,BARINTHUS BIOTHERAPEUTICS,2836,214.5060,186.7840,-73.3470,38.6440,3.690000000000
A,USD,STD,INDL,C,038645,2023,GLOBAL-E ONLINE LTD,5961,1202.3600,901.9790,-133.8050,165.7740,39.630000000000
A,USD,STD,INDL,C,038646,2023,UIPATH INC,7372,2954.7580,2016.1140,-89.8830,569.2730,22.980000000000
A,USD,STD,INDL,C,038647,2023,TASKUS INC,7374,864.2020,440.7110,45.6900,88.7590,13.070000000000
I,USD,STD,INDL,C,038648,2023,PROSOMNUS INC,3841,26.2870,-26.6010,-24.0950,17.3890,0.980200000000
A,USD,STD,INDL,C,038649,2023,NKGEN BIOTECH INC,2836,16.4810,-58.6930,-82.9540,21.8890,2.750000000000
A,USD,STD,INDL,C,038654,2023,PGIM ACTIVE AGGREGATE BD ETF,6722,,,,1.0750,42.477700000000
A,USD,STD,INDL,C,038661,2023,UPEXI INC,2834,63.8530,28.3420,-16.9300,20.2160,2.250000000000
A,USD,STD,INDL,C,038662,2023,SIMILARWEB LTD,7370,239.0130,15.5470,-29.3730,78.6510,5.330000000000
A,USD,STD,INDL,C,038664,2023,Q/C TECHNOLOGIES INC,2834,17.8620,12.7740,-4.0000,60.6260,0.258700000000
A,USD,STD,INDL,C,038665,2023,FT VST US EQUY BUF APR ETF,6722,,,,15.6250,34.949400000000
A,USD,STD,INDL,C,038666,2023,FT VST US EQ DP BUF ETF APR,6722,,,,6.5250,32.360000000000
A,USD,STD,INDL,C,038673,2023,FTC SOLAR INC,3600,123.0700,62.4710,-50.2900,125.4450,0.692800000000
A,USD,STD,INDL,C,038676,2023,OATLY GROUP AB,2020,1116.9710,333.9940,-416.8740,595.0600,1.180000000000
A,USD,STD,INDL,C,038681,2023,GENIUS SPORTS LTD,7370,775.7240,573.0190,-85.5340,209.1190,6.180000000000
A,USD,STD,INDL,C,038682,2023,ADVISORSHS RESTAURANT ETF,6722,,,,0.1250,22.716700000000
A,USD,STD,INDL,C,038683,2023,ADVISORSHS HOTEL ETF,6722,,,,0.1400,27.870400000000
A,USD,STD,INDL,C,038687,2023,ATAI BECKLEY NV,2834,293.4780,242.9620,-40.2240,166.0260,1.410000000000
A,USD,STD,INDL,C,038688,2023,AVEANNA HCARE HOLD INC,8082,1612.9850,-127.4350,-134.5240,190.7330,2.680000000000
A,USD,STD,INDL,C,038691,2023,INVESCO MSCI GRN BUILD ETF,6722,,,,0.3500,17.650000000000
A,USD,STD,INDL,C,038692,2023,ACRUENCE ACTV HDG US EQY ETF,6722,,,,1.6000,18.329100000000
A,USD,STD,INDL,C,038704,2023,THINKIFIC LABS INC,7370,97.7950,81.9400,-9.7800,81.3590,2.480000000000
A,USD,STD,INDL,C,038705,2023,REGENCELL BIOSCIENCE HOL LTD,2834,12.6220,12.0300,-5.8710,13.0130,23.040000000000
A,USD,STD,INDL,C,038706,2023,ANEBULO PHARMA INC,2834,11.6700,10.6010,-11.7320,25.6330,2.350000000000
I,USD,STD,INDL,C,038707,2023,PAYCOR HCM INC,7370,2541.1750,1273.6840,-93.2150,176.5350,23.670000000000
A,USD,STD,INDL,C,038708,2023,ZETA GLOBAL HOLDINGS CORP,7370,550.7140,180.5200,-187.4810,217.6870,8.820000000000
A,USD,STD,INDL,C,038711,2023,PALISADE BIO INC,2836,14.0520,11.3130,-12.3000,9.2710,0.590000000000
A,USD,STD,INDL,C,038717,2023,CHROME HOLDING CO,8071,395.1670,188.5200,-666.7040,490.1200,0.532000000000
A,USD,STD,INDL,C,038718,2023,CITIZENS BANCORP INVESTM INC,6020,1551.6510,134.2300,14.6800,5.8980,31.500000000000
A,USD,STD,INDL,C,038720,2023,NETCAPITAL INC,6211,41.5570,37.9410,-4.9860,22.8810,0.132700000000
A,USD,STD,INDL,C,038721,2023,SCHWAB INTERNAT DIV EQTY ETF,6722,,,,32.0000,24.590000000000
A,USD,STD,INDL,C,038722,2023,STEM INC,7389,1356.9770,426.1960,-140.4130,155.9330,3.880000000000
A,USD,STD,INDL,C,038723,2023,ZENVIA INC,7372,352.7470,183.1810,-12.5730,41.7950,1.180000000000
A,USD,STD,INDL,C,038725,2023,BITWISE CRYPTO INDS INNV ETF,6722,,,,12.3500,11.590000000000
A,USD,STD,INDL,C,038726,2023,FORMIDABLE ETF,6722,,,,1.2750,22.338000000000
A,USD,STD,INDL,C,038727,2023,APPLIED FIN VAL LRGE CAP ETF,6722,,,,2.5500,29.730000000000
A,USD,STD,INDL,C,038735,2023,WATERDROP INC,6411,867.1480,646.7220,23.5830,370.1620,1.040000000000
I,USD,STD,INDL,C,038736,2023,SQUARESPACE INC,7370,921.7590,-260.3520,-7.0810,136.3900,33.010000000000
A,USD,STD,INDL,C,038737,2023,TRUESHARS STRU OUT (MAY) ETF,6722,,,,0.1700,26.043900000000
I,USD,STD,INDL,C,038738,2023,TOURMALINE BIO INC,2836,210.2950,205.0420,-42.1240,20.3380,26.180000000000
A,USD,STD,INDL,C,038739,2023,FLYWIRE CORP,7389,1079.7310,786.1170,-8.5660,122.5680,23.150000000000
A,USD,STD,INDL,C,038744,2023,ZIPRECRUITER INC,7370,659.5000,8.3650,49.0980,98.8070,13.900000000000
A,USD,STD,INDL,C,038745,2023,TSCAN THERAPEUTICS INC,2836,272.1490,150.8670,-89.2180,47.8300,5.830000000000
A,USD,STD,INDL,C,038747,2023,PAYMENTUS HOLDINGS INC,7374,504.8630,429.6160,22.3220,123.8220,17.870000000000
I,USD,STD,INDL,C,038748,2023,MERIDIANLINK INC,7370,996.2510,508.2470,-42.5390,78.4480,24.770000000000
A,USD,STD,INDL,C,038750,2023,LAKESHORE BIOPHARMA CO LTD,2836,209.5500,81.0500,-60.0340,190.2280,0.719899000000
A,USD,STD,INDL,C,038751,2023,ALGER 35 ETF,6722,,,,0.7500,17.329400000000
A,USD,STD,INDL,C,038753,2023,ENACT HOLDINGS INC,6351,6190.4730,4632.3470,665.5110,159.3440,28.890000000000
A,USD,STD,INDL,C,038754,2023,BOWMAN CONSLTG GRP LTD,8711,402.7850,163.2810,-6.6240,15.0940,35.520000000000
A,USD,STD,INDL,C,038755,2023,TEXAS COMMUNITY BANCSHAR INC,6036,452.0440,53.6890,-0.7330,2.9560,14.115000000000
A,USD,STD,INDL,C,038756,2023,FREEDOM DAY DIVIDEND ETF,6722,,,,2.9600,28.650000000000
I,USD,STD,INDL,C,038757,2023,VIMEO INC,7370,622.9200,382.2320,22.0320,167.9100,3.920000000000
A,USD,STD,INDL,C,038762,2023,MOBILE INFRASTRUCTURE CORP,6519,423.2370,109.3870,-25.1230,27.8590,4.050000000000
A,USD,STD,INDL,C,038763,2023,DAY ONE BIOPHARMACEUTCLS INC,2836,376.0480,346.5400,-188.9170,87.2270,14.600000000000
A,USD,STD,INDL,C,038764,2023,BLUE FOUNDRY BANCORP,6036,2044.9630,355.6400,-7.3970,22.5020,9.670000000000
A,USD,STD,INDL,C,038767,2023,WISDOMTREE PRIVATE CRED FUND,6722,,,,0.7400,18.877300000000
A,USD,STD,INDL,C,038768,2023,BEAUTY HEALTH CO (THE),3841,929.1130,59.3900,-100.1160,122.8990,3.110000000000
A,USD,STD,INDL,C,038770,2023,FIGS INC,2300,473.2090,376.8500,22.6370,169.7410,6.950000000000
A,USD,STD,INDL,C,038771,2023,DLOCAL LIMITED,7389,1084.4530,455.0310,148.9640,295.9920,17.690000000000
A,USD,STD,INDL,C,038773,2023,LION ELECTRIC CO (THE),3711,841.1210,358.9140,-103.7660,226.1850,1.770000000000
A,USD,STD,INDL,C,038777,2023,BITDEER TECHNOLOGIES GROUP,7374,639.3870,332.5660,-56.6560,111.9660,9.860000000000
A,USD,STD,INDL,C,038779,2023,STRATA CRITICAL MEDICAL INC,4522,294.9380,234.3000,-56.0760,75.1310,3.530000000000
A,USD,STD,INDL,C,038780,2023,GOLDEN SUN HEALTH TECH G LTD,8200,19.4480,4.4280,-5.7860,19.0850,0.796000000000
A,USD,STD,INDL,C,038782,2023,VERA THERAPEUTICS INC,2836,175.5460,101.6850,-95.9900,44.4520,15.380000000000
A,USD,STD,INDL,C,038783,2023,SENTI BIOSCIENCES INC,2836,119.4840,66.9130,-71.0580,45.7000,0.660000000000
A,USD,STD,INDL,C,038784,2023,ADAPTIVE ALPHA OPPORTNTS ETF,6722,,,,9.3840,24.336900000000
A,USD,STD,INDL,C,038785,2023,TANTALUS SYS HOLD INC,3829,34.7990,2.3190,-1.6850,44.5960,0.570000000000
A,USD,STD,INDL,C,038790,2023,SAGIMET BIOSCIENCES INC,2836,96.7190,91.0650,-27.8760,22.8960,5.420000000000
A,USD,STD,INDL,C,038791,2023,ALZAMEND NEURO INC,2836,0.6320,-2.5940,-9.9480,6.8800,0.711000000000
I,USD,STD,INDL,C,038793,2023,SOFI WEEKLY DIVIDEND ETF,6722,,,,0.2250,48.739100000000
A,USD,STD,INDL,C,038794,2023,SIMPLIFY INRT RATE HDGE ETF,6722,,,,2.1250,40.000000000000
A,USD,STD,INDL,C,038795,2023,ETC 6 MERIDIAN QUAL GRTH ETF,6722,,,,1.2500,26.589600000000
A,USD,STD,INDL,C,038804,2023,ZYVERSA THERAPEUTICS INC,2836,22.1140,11.0740,-98.2980,4.0520,0.900000000000
A,USD,STD,INDL,C,038805,2023,CENTESSA PHARMACEUTICALS PLC,2836,360.2460,236.2440,-151.0850,98.7750,7.960000000000
I,USD,STD,INDL,C,038806,2023,SINGULAR GENOM SYS INC,3826,265.4670,179.0060,-94.8200,73.8230,0.460100000000
I,USD,STD,INDL,C,038807,2023,AMPLIFY US ALTRNV HARVST ETF,6722,,,,72.3300,1.618700000000
A,USD,STD,INDL,C,038809,2023,FIRST TRUST NW YK MP HGH ETF,6722,,,,0.6000,27.135000000000
A,USD,STD,INDL,C,038811,2023,SIMPLIFY VOLATILITY PRM ETF,6722,,,,25.5500,22.780000000000
A,USD,STD,INDL,C,038812,2023,POP CULTURE GROUP CO LTD,7389,39.0450,26.7350,-24.3300,24.0500,0.500000000000
A,USD,STD,INDL,C,038821,2023,ORGANON & CO,2834,12058.0000,-70.0000,1023.0000,255.6260,14.420000000000
A,USD,STD,INDL,C,038822,2023,MONDAY COM LTD,7370,1275.6560,813.5080,-1.8770,48.9240,187.810000000000
A,USD,STD,INDL,C,038824,2023,1STDIBS.COM INC,5961,180.8150,134.2880,-22.6990,39.9150,4.680000000000
A,USD,STD,INDL,C,038827,2023,GLIMPSE GROUP INC(THE),7371,24.2780,11.2240,-28.5630,14.7020,3.560000000000
A,USD,STD,INDL,C,038832,2023,MARQETA INC,7389,1589.6910,1243.3950,-222.9620,520.3430,6.980000000000
A,USD,STD,INDL,C,038834,2023,LIFESTAN HLTH GRP INC,8093,2109.9690,1428.9300,-186.2620,378.7250,7.830000000000
I,USD,STD,INDL,C,038835,2023,WALKME LTD,7370,454.0570,260.1470,-59.1360,90.8650,10.670000000000
A,USD,STD,INDL,C,038840,2023,CITIUS ONCOLOGY INC,2836,47.7350,25.5360,-12.6970,67.5000,10.770000000000
A,USD,STD,INDL,C,038845,2023,BLUE OWL CAPITAL INC,6799,8817.6210,1528.2390,54.3430,464.4250,14.900000000000
A,USD,STD,INDL,C,038848,2023,NEWEGG COMMERCE INC,5961,499.0470,129.3920,-58.9900,380.4130,1.260000000000
A,USD,STD,INDL,C,038849,2023,AMTD DIGITAL INC -ADR,7011,537.4970,386.9630,62.9130,192.1430,4.090000000000
A,USD,STD,INDL,C,038850,2023,ISHARES TRUS -BBB RA COR ETF,6722,,,,0.3500,86.695100000000
A,USD,STD,INDL,C,038851,2023,WISDOMTREE TRUST - CORE FUND,6722,,,,1.9000,28.317200000000
A,USD,STD,INDL,C,038852,2023,WISDOMTR TRST- EFFI CORE FUN,6722,,,,8.2500,35.723600000000
I,USD,STD,INDL,C,038856,2023,NEUEHEALTH INC,6324,1225.4800,-343.5260,-1151.4540,8.0220,7.630000000000
A,USD,STD,INDL,C,038857,2023,JANUX THERAPEUTICS INC,2836,380.4070,344.3490,-58.2930,46.2520,10.730000000000
A,USD,STD,INDL,C,038858,2023,CURRENC GROUP INC,7389,,,,,11.220000000000
A,USD,STD,INDL,C,038862,2023,KANZHUN LIMITED,7361,2530.0910,1893.9250,155.0240,439.9010,16.610000000000
A,USD,STD,INDL,C,038866,2023,HELPORT AI LTD,7370,,,,,10.465000000000
A,USD,STD,INDL,C,038867,2023,UNICYCIVE THERAPEUTICS INC,2836,14.1910,-3.8090,-30.5440,34.7560,0.867700000000
A,USD,STD,INDL,C,038870,2023,CORE & MAIN INC,5070,5069.0000,1451.0000,371.0000,191.6640,41.310000000000
A,USD,STD,INDL,C,038874,2023,NRX PHARMACEUTICALS INC,2834,7.3150,-11.7330,-30.1500,83.9200,0.460000000000
A,USD,STD,INDL,C,038877,2023,FIRST TRUST INNOV LEAD ETF,6722,,,,1.0000,19.743900000000
A,USD,STD,INDL,C,038881,2023,TRUMP MEDIA & TECHNO GRP CRP,7370,,,,,17.500000000000
A,USD,STD,INDL,C,038883,2023,LYELL IMMUNOPHARMA INC,2836,750.0290,654.9520,-234.6320,253.9580,1.940000000000
A,USD,STD,INDL,C,038885,2023,EUDA HEALTH HOLDINGS LTD,6531,1.3110,-7.4990,-10.0390,24.6280,1.430000000000
A,USD,STD,INDL,C,038886,2023,PUTNAM SUSTAINABLE FUTRE ETF,6722,,,,9.5750,21.802400000000
A,USD,STD,INDL,C,038888,2023,PUTNAM FCSD LGE CAP VAL ETF,6722,,,,8.2290,31.540000000000
A,USD,STD,INDL,C,038889,2023,PUTNAM SUSTAINABLE LDRS ETF,6722,,,,15.5250,27.098100000000
A,USD,STD,INDL,C,038890,2023,PUTNAM FCSD LG CAP GRW ETF,6722,,,,1.5750,28.968000000000
A,USD,STD,INDL,C,038900,2023,HCW BIOLOGICS INC,2836,28.5140,13.4620,-24.9940,36.0250,1.225000000000
I,USD,STD,INDL,C,038908,2023,VERVE THERAPEUTICS INC,2836,752.6880,599.5020,-200.0680,81.9700,13.940000000000
A,USD,STD,INDL,C,038909,2023,FULL TRUCK ALLIANCE CO LTD,4731,5549.2120,5021.3150,312.0840,1044.9590,7.010000000000
A,USD,STD,INDL,C,038910,2023,ACURX PHARMA INC,2836,7.7090,4.6670,-14.5780,14.4680,3.830000000000
A,USD,STD,INDL,C,038915,2023,SPRINKLR INC,7370,1223.1100,679.7040,51.4030,273.2650,12.480000000000
A,USD,STD,INDL,C,038916,2023,SOFI TECHNOLOGIES INC,6141,30074.8580,5554.9860,-300.7420,975.8620,9.950000000000
A,USD,STD,INDL,C,038920,2023,CENTURY THERAPEUTI INC,2836,360.6910,184.7500,-136.6730,60.3360,3.320000000000
A,USD,STD,INDL,C,038923,2023,TELESIS BIO INC,3826,70.4110,29.5380,-47.7240,30.0630,0.399000000000
A,USD,STD,INDL,C,038924,2023,EVERCOMMERCE INC,7370,1518.0640,826.0360,-45.6200,186.9340,11.030000000000
A,USD,STD,INDL,C,038927,2023,DOXIMITY INC,7370,1079.3740,901.3970,147.5820,186.5620,26.910000000000
A,USD,STD,INDL,C,038928,2023,D MARKET ELEKTRONIK HIZMETLE,5961,590.8840,111.0060,2.5390,321.3830,1.800000000000
A,USD,STD,INDL,C,038929,2023,ATRENEW INC  -ADR,5961,774.6910,523.4290,-22.0360,219.4730,1.920000000000
A,USD,STD,INDL,C,038930,2023,COLLECTIVE MINING LTD,1000,16.9690,12.7220,-19.1340,61.2350,3.210000000000
A,USD,STD,INDL,C,038931,2023,CONFLUENT INC,7372,2460.8090,810.4150,-442.7460,311.5110,23.400000000000
A,USD,STD,INDL,C,038932,2023,NEXTNRG INC,5900,5.7170,-1.9060,-10.4720,4.7770,1.624400000000
A,USD,STD,INDL,C,038935,2023,SHF HOLDINGS INC,6159,67.8610,34.3550,-17.2800,54.5630,1.420000000000
A,USD,STD,INDL,C,038936,2023,MISTER CAR WASH INC,7500,2881.5360,915.0350,80.1300,315.1920,8.640000000000
A,USD,STD,INDL,C,038937,2023,BARK INC,5961,298.5880,139.3830,-37.0100,175.5330,1.240000000000
A,USD,STD,INDL,C,038940,2023,WISDOMTREE BIOREV FUND ETF,6722,,,,0.1600,16.863200000000
I,USD,STD,INDL,C,038945,2023,AKILI INC,7372,80.3830,58.5320,-59.4930,78.3570,0.487100000000
I,USD,STD,INDL,C,038946,2023,POWERSCHOOL HOLDINGS INC,7370,3776.8820,1299.8270,-31.1370,164.7970,23.560000000000
I,USD,STD,INDL,C,038949,2023,CANO HEALTH INC,8062,1013.7390,-347.9730,-594.4180,3.6080,5.870000000000
I,USD,STD,INDL,C,038950,2023,DEFIANCE HTL AIR CRZ ETF,6722,,,,1.9250,21.487100000000
I,USD,STD,INDL,C,038952,2023,VINTAGE WINE ESTATES INC,2084,561.1540,173.3470,-188.9670,59.3620,0.855500000000
A,USD,STD,INDL,C,038953,2023,LATCH INC,7370,294.4320,169.1370,-107.5400,175.4620,0.670000000000
A,USD,STD,INDL,C,062139,2023,PLUMAS BANCORP,6020,1610.4160,147.3170,29.7760,5.8720,41.350000000000
A,USD,STD,INDL,C,038954,2023,CLEAR SECURE INC,7370,1045.0090,233.3290,28.1080,92.6940,20.650000000000
A,USD,STD,INDL,C,038957,2023,GH RESEARCH PLC,2834,226.3000,218.9680,-35.5870,52.0280,5.800000000000
A,USD,STD,INDL,C,038960,2023,QUANTUM SI INC,3826,298.2500,271.6190,-95.9600,141.7700,2.010000000000
A,USD,STD,INDL,C,038961,2023,JANUS INTERNATIONL GROUP INC,3442,1350.0000,519.6000,135.7000,146.8270,13.050000000000
A,USD,STD,INDL,C,038965,2023,KRANESHS HNG SNG TECH IX ETF,6722,,,,0.5000,11.543700000000
A,USD,STD,INDL,C,038966,2023,T ROWE PRC US EQY RSRCH ETF,6722,,,,3.1900,29.400000000000
I,USD,STD,INDL,C,038967,2023,CAREMAX INC,8011,623.3010,61.4440,-683.3480,112.3420,0.498200000000
A,USD,STD,INDL,C,038968,2023,ATOUR LIFESTYLE HLD LTD -ADS,7011,928.9700,291.6600,103.9590,137.5950,17.360000000000
A,USD,STD,INDL,C,038969,2023,DINGDONG (CAYMAN) LIMITED,5961,1085.7300,53.9490,-14.0860,217.2030,1.500000000000
A,USD,STD,INDL,C,038972,2023,SENTAGE HOLDINGS INC,7320,12.9090,12.2300,-1.9030,2.8050,5.000000000000
A,USD,STD,INDL,C,038974,2023,VAST RENEWABLES LTD,1600,,,,,10.640000000000
A,USD,STD,INDL,C,038977,2023,ODYSIGHT.AI INC,3845,22.8290,17.8070,-9.4450,10.4440,3.050000000000
A,USD,STD,INDL,C,038978,2023,KATAPULT HOLDINGS INC,6141,100.8620,-27.9920,-36.6660,4.0730,10.890900000000
A,USD,STD,INDL,C,038979,2023,NAUTILUS BIOTECHNOLOGY INC,8731,305.5650,265.3530,-63.6750,125.0690,2.990000000000
A,USD,STD,INDL,C,038981,2023,UPHEALTH INC,8090,231.8080,55.1040,-57.8390,18.6710,0.229450000000
I,USD,STD,INDL,C,038983,2023,DIREXION DLY TRVL VAC 2X ETF,6722,,,,1.0000,14.180000000000
I,USD,STD,INDL,C,038984,2023,ISHARES FUTURE CLD 5G N TECH,6722,,,,0.2400,27.578200000000
A,USD,STD,INDL,C,038986,2023,ACUMEN PHARMACEUTICALS INC,2836,310.1250,266.9730,-52.3710,57.9100,3.840000000000
A,USD,STD,INDL,C,038987,2023,JADE BIOSCIENCES INC,2836,127.4180,109.4560,-75.5210,27.7630,22.630000000000
A,USD,STD,INDL,C,038993,2023,DERMATA THERAPEUTICS INC,2836,7.9790,6.3550,-7.7950,3.9310,0.610000000000
A,USD,STD,INDL,C,038994,2023,INVESCO NSDQ BIOTCH ETF,6722,,,,0.9000,21.890000000000
A,USD,STD,INDL,C,038995,2023,INDIE SEMICONDUCTOR INC,3674,818.8760,446.1490,-117.6250,163.1930,8.110000000000
A,USD,STD,INDL,C,038996,2023,INVESCO PHLX SEMICNDCTR ETF,6722,,,,5.5400,32.860000000000
A,USD,STD,INDL,C,038998,2023,DIDI GLOBAL INC,4100,20283.8980,15918.1450,69.6000,4809.7800,3.950000000000
A,USD,STD,INDL,C,039003,2023,DIMENSIONAL US EQ MARKET ETF,6722,,,,149.2450,51.830000000000
A,USD,STD,INDL,C,039004,2023,DIMENSIONAL US SML CAP ETF,6722,,,,120.8660,59.620000000000
A,USD,STD,INDL,C,039005,2023,DIMENSIONAL US CRE EQY 2 ETF,6722,,,,828.5890,29.230000000000
A,USD,STD,INDL,C,039006,2023,DIMENSIONAL US TARGT VAL ETF,6722,,,,182.6790,52.330000000000
A,USD,STD,INDL,C,039012,2023,VERTICALSCOPE HOLDINGS INC,7370,152.9520,80.6860,-4.9510,21.6240,
A,USD,STD,INDL,C,039014,2023,FIRST TRST EXPND TECH ETF,6722,,,,0.5500,23.491900000000
A,USD,STD,INDL,C,039015,2023,STRATIFIED LARGECAP HDGD ETF,6722,,,,0.8750,40.479500000000
A,USD,STD,INDL,C,039025,2023,WM TECHNOLOGY INC,7370,167.0210,16.3800,-9.8980,94.3830,0.720300000000
A,USD,STD,INDL,C,039028,2023,ZURA BIO LIMITED,2836,100.8430,59.3300,-69.2430,43.5940,4.670000000000
A,USD,STD,INDL,C,039029,2023,LYTUS TECH HLD PTV LTD,7841,31.5630,12.9640,0.2880,1.8280,4.630000000000
I,USD,STD,INDL,C,039034,2023,FIDELITY WOMENS LDERSHIP ETF,6722,,,,0.1750,20.489800000000
I,USD,STD,INDL,C,039035,2023,FIDELITY SUSTAINBL US EQ ETF,6722,,,,0.5000,22.541700000000
A,USD,STD,INDL,C,039037,2023,FIDELITY PRFD SEC & INCM ETF,6722,,,,1.6000,20.840000000000
A,USD,STD,INDL,C,039039,2023,ANGEL OAK MORTGAGE REIT INC,6798,2308.0110,256.1060,33.7140,24.9650,10.600000000000
A,USD,STD,INDL,C,039041,2023,DT MIDSTREAM INC,4922,8982.0000,4139.0000,384.0000,96.9710,54.800000000000
A,USD,STD,INDL,C,039046,2023,FT VST INT EQ MRT BR ETF-JUN,6722,,,,7.2500,21.240000000000
A,USD,STD,INDL,C,039047,2023,FT VEST NASD-100 BF ETF-JUN,6722,,,,16.6500,24.090000000000
A,USD,STD,INDL,C,039048,2023,FIRST ADVANTAGE CORP,7389,1630.6540,906.7330,37.2930,145.0750,16.570000000000
A,USD,STD,INDL,C,039051,2023,ALPHA TEKNOVA INC,2836,128.5870,90.0360,-36.7800,40.7940,3.730000000000
A,USD,STD,INDL,C,039054,2023,PLAYSTUDIOS INC,7372,366.3210,288.3510,-19.3930,134.6570,2.710000000000
A,USD,STD,INDL,C,039056,2023,BLEND LABS INC,7370,206.0650,-19.2430,-178.6930,249.9100,2.550000000000
A,USD,STD,INDL,C,039057,2023,MONTE ROSA THERAPEUTICS INC,2836,303.7550,179.2500,-135.3520,50.1400,5.650000000000
I,USD,STD,INDL,C,039059,2023,COUCHBASE INC,7370,247.7520,130.4210,-80.1830,49.0800,25.000000000000
I,USD,STD,INDL,C,039060,2023,ELEVATION ONCOL INC,2836,89.0910,54.8090,-45.7040,42.4230,0.537000000000
A,USD,STD,INDL,C,039063,2023,LENZ THERAPEUTICS INC,2834,188.4560,183.5820,-124.6510,58.0080,2.620000000000
A,USD,STD,INDL,C,039065,2023,XOMETRY INC,5961,707.3870,329.3000,-67.4720,48.1650,35.910000000000
A,USD,STD,INDL,C,039067,2023,RYAN SPECIALTY HOLDINGS INC,6411,7247.2090,559.7540,61.0370,118.5930,43.020000000000
A,USD,STD,INDL,C,039068,2023,SOHO HOUSE & CO INC,7011,2537.8020,-158.3670,-117.9530,195.2420,7.120000000000
A,USD,STD,INDL,C,039069,2023,INTEGRAL AD SCIENCE HOL CORP,7370,1191.7240,909.4560,7.2380,158.7580,14.390000000000
A,USD,STD,INDL,C,039070,2023,INTAPP INC,7370,628.9070,341.2080,-69.4250,68.5740,41.910000000000
A,USD,STD,INDL,C,039077,2023,STEVANATO GROUP S P A,8731,2289.8080,1251.8380,160.9730,265.4670,27.290000000000
A,USD,STD,INDL,C,039078,2023,TALKSPACE INC,8090,142.2210,118.6460,-19.1820,168.4290,2.540000000000
A,USD,STD,INDL,C,039079,2023,FIRST TRST INX MED DEV ETF,6722,,,,0.1500,20.198600000000
I,USD,STD,INDL,C,039080,2023,ROBINSON ALTER YLD PRMG ETF,6722,,,,0.8750,20.370000000000
A,USD,STD,INDL,C,039082,2023,ISHARES US CONSMR FOCUSD ETF,6722,,,,0.3500,44.162600000000
A,USD,STD,INDL,C,039084,2023,JANUS HENDERSN US RL EST ETF,6722,,,,0.1500,22.713800000000
A,USD,STD,INDL,C,039085,2023,TCW TRANSFORM 500 ETF,6722,,,,11.5800,55.620000000000
I,USD,STD,INDL,C,039088,2023,BRIDGE INV GRP HLD INC,6200,1288.8180,74.9130,-6.7660,37.8300,9.780000000000
A,USD,STD,INDL,C,039089,2023,PASITHEA THERAPEUTICS CORP,2836,26.1170,23.3980,-15.9620,20.8320,0.370000000000
